Time,Load
(sec),(N)
3317.4,2.34226
3317.5,2.35201
3317.59975,2.30338
3317.7,2.34193
3317.79975,2.34367
3317.9,2.32885
3318,2.29999
3318.09975,2.29011
3318.2,2.31608
3318.29975,2.24724
3318.4,2.27715
3318.5,2.27772
3318.59975,2.30709
3318.7,2.2647
3318.79975,2.2608
3318.9,2.27508
3319,2.21589
3319.09975,2.23909
3319.2,2.2183
3319.29975,2.25592
3319.4,2.2059
3319.5,2.19985
3319.59975,2.21054
3319.7,2.18641
3319.79975,2.19244
3319.9,2.18966
3320,2.20334
3320.09975,2.18579
3320.2,2.162
3320.29975,2.17027
3320.4,2.16832
3320.5,2.15081
3320.59975,2.15659
3320.7,2.15122
3320.79975,2.17347
3320.9,2.11712
3321,2.11607
3321.09975,2.11879
3321.2,2.1059
3321.29975,2.08149
3321.4,2.09904
3321.5,2.12795
3321.59975,2.06627
3321.7,2.08634
3321.79975,2.07844
3321.9,2.07186
3322,2.05505
3322.09975,2.04451
3322.2,2.07385
3322.29975,2.02081
3322.4,2.05879
3322.5,2.01573
3322.59975,2.02444
3322.7,2.00295
3322.79975,1.99149
3322.9,2.01694
3323,1.99766
3323.09975,2.0184
3323.2,1.9531
3323.29975,1.98897
3323.4,1.94182
3323.5,1.95088
3323.59975,1.97296
3323.7,1.95848
3323.79975,1.95446
3323.9,1.9144
3324,1.94156
3324.09975,1.90909
3324.2,1.90525
3324.29975,1.91923
3324.4,1.92928
3324.5,1.92505
3324.59975,1.87199
3324.7,1.89637
3324.79975,1.86796
3324.9,1.85899
3325,1.87502
3325.09975,1.8719
3325.2,1.86717
3325.29975,1.83881
3325.4,1.83734
3325.5,1.85264
3325.59975,1.82294
3325.7,1.84762
3325.79975,1.84452
3325.9,1.83932
3326,1.80852
3326.09975,1.79346
3326.2,1.81982
3326.29975,1.75572
3326.4,1.78546
3326.5,1.76984
3326.59975,1.80351
3326.7,1.76621
3326.79975,1.7449
3326.9,1.78131
3327,1.72385
3327.09975,1.73924
3327.2,1.71189
3327.29975,1.76453
3327.4,1.72006
3327.5,1.71327
3327.59975,1.7084
3327.7,1.69785
3327.79975,1.69672
3327.9,1.65652
3328,1.70989
3328.09975,1.6965
3328.2,1.65991
3328.29975,1.665
3328.4,1.66759
3328.5,1.63716
3328.59975,1.63614
3328.7,1.66342
3328.79975,1.64528
3328.9,1.64528
3329,1.62768
3329.09975,1.62818
3329.2,1.59698
3329.29975,1.58592
3329.4,1.60357
3329.5,1.63551
3329.59975,1.60441
3329.7,1.58738
3329.79975,1.57932
3329.9,1.58962
3330,1.5521
3330.09975,1.56853
3330.2,1.59576
3330.29975,1.56057
3330.4,1.55259
3330.5,1.53064
3330.59975,1.53798
3330.7,1.50566
3330.79975,1.49372
3330.9,1.538
3331,1.50628
3331.09975,1.5034
3331.2,1.46789
3331.29975,1.50192
3331.4,1.46987
3331.5,1.44726
3331.59975,1.45775
3331.7,1.45352
3331.79975,1.46085
3331.9,1.40957
3332,1.44716
3332.09975,1.41112
3332.2,1.39176
3332.29975,1.41122
3332.4,1.40235
3332.5,1.42144
3332.59975,1.38446
3332.7,1.3987
3332.79975,1.3764
3332.9,1.38047
3333,1.37391
3333.09975,1.36835
3333.2,1.39588
3333.29975,1.33251
3333.4,1.36507
3333.5,1.35721
3333.59975,1.32016
3333.7,1.32985
3333.79975,1.33675
3333.9,1.32306
3334,1.31468
3334.09975,1.31541
3334.2,1.32671
3334.29975,1.29368
3334.4,1.30655
3334.5,1.28034
3334.59975,1.30645
3334.7,1.29031
3334.79975,1.26662
3334.9,1.26856
3335,1.26329
3335.09975,1.25577
3335.2,1.23444
3335.29975,1.26638
3335.4,1.26175
3335.5,1.2237
3335.59975,1.23064
3335.7,1.21004
3335.79975,1.21544
3335.9,1.18508
3336,1.2124
3336.09975,1.20176
3336.2,1.17774
3336.29975,1.17885
3336.4,1.15688
3336.5,1.16747
3336.59975,1.13764
3336.7,1.16498
3336.79975,1.14873
3336.9,1.15074
3337,1.12477
3337.09975,1.12613
3337.2,1.12684
3337.29975,1.08401
3337.4,1.12434
3337.5,1.10823
3337.59975,1.11409
3337.7,1.09778
3337.79975,1.07541
3337.9,1.08381
3338,1.03975
3338.09975,1.07669
3338.2,1.06804
3338.29975,1.08396
3338.4,1.05658
3338.5,1.03486
3338.59975,1.0445
3338.7,1.02271
3338.79975,1.02153
3338.9,1.0273
3339,1.0189
3339.09975,1.01612
3339.2,0.99855
3339.29975,1.00064
3339.4,0.97338
3339.5,0.97042
3339.59975,0.97501
3339.7,0.98025
3339.79975,0.99306
3339.9,0.93937
3340,0.95738
3340.09975,0.95099
3340.2,0.9155
3340.29975,0.92607
3340.4,0.91976
3340.5,0.95658
3340.59975,0.88695
3340.7,0.90956
3340.79975,0.89207
3340.9,0.87805
3341,0.87498
3341.09975,0.86959
3341.2,0.90185
3341.29975,0.84313
3341.4,0.86791
3341.5,0.84487
3341.59975,0.84073
3341.7,0.82034
3341.79975,0.82897
3341.9,0.85627
3342,0.81648
3342.09975,0.83333
3342.2,0.80243
3342.29975,0.80267
3342.4,0.78434
3342.5,0.80163
3342.59975,0.80559
3342.7,0.8052
3342.79975,0.77989
3342.9,0.74857
3343,0.77738
3343.09975,0.75256
3343.2,0.74577
3343.29975,0.75416
3343.4,0.76415
3343.5,0.73957
3343.59975,0.74299
3343.7,0.72843
3343.79975,0.7186
3343.9,0.70568
3344,0.7257
3344.09975,0.72333
3344.2,0.71224
3344.29975,0.69192
3344.4,0.69274
3344.5,0.69027
3344.59975,0.63891
3344.7,0.68382
3344.79975,0.67386
3344.9,0.66888
3345,0.65664
3345.09975,0.63368
3345.2,0.66193
3345.29975,0.60204
3345.4,0.63705
3345.5,0.62567
3345.59975,0.63278
3345.7,0.61422
3345.79975,0.59535
3345.9,0.62535
3346,0.56498
3346.09975,0.58077
3346.2,0.57967
3346.29975,0.60571
3346.4,0.57482
3346.5,0.51073
3346.59975,0.47959
3346.7,0.53067
3346.79975,0.57726
3346.9,0.53575
3347,0.53089
3347.09975,0.45861
3347.2,0.44671
3347.29975,0.48852
3347.4,0.47929
3347.5,0.48153
3347.59975,0.44409
3347.7,0.45592
3347.79975,0.47182
3347.9,0.47283
3348,0.4791
3348.09975,0.45633
3348.2,0.42526
3348.29975,0.4239
3348.4,0.41422
3348.5,0.46108
3348.59975,0.40473
3348.7,0.42293
3348.79975,0.43804
3348.9,0.38753
3349,0.38587
3349.09975,0.38603
3349.2,0.4425
3349.29975,0.39772
3349.4,0.38594
3349.5,0.38704
3349.59975,0.35958
3349.7,0.35026
3349.79975,0.3428
3349.9,0.38724
3350,0.33502
3350.09975,0.34834
3350.2,0.31196
3350.29975,0.33875
3350.4,0.31773
3350.5,0.32965
3350.59975,0.33757
3350.7,0.30755
3350.79975,0.3069
3350.9,0.28402
3351,0.32747
3351.09975,0.26739
3351.2,0.27459
3351.29975,0.3006
3351.4,0.28824
3351.5,0.28818
3351.59975,0.25511
3351.7,0.29105
3351.79975,0.23298
3351.9,0.2276
3352,0.24333
3352.09975,0.2489
3352.2,0.25141
3352.29975,0.2367
3352.4,0.2364
3352.5,0.20547
3352.59975,0.19766
3352.7,0.21736
3352.79975,0.22393
3352.9,0.22023
3353,0.19308
3353.09975,0.18374
3353.2,0.21688
3353.29975,0.1546
3353.4,0.18112
3353.5,0.17601
3353.59975,0.21129
3353.7,0.16296
3353.79975,0.14717
3353.9,0.17543
3354,0.10735
3354.09975,0.15143
3354.2,0.12805
3354.29975,0.15667
3354.4,0.11756
3354.5,0.09947
3354.59975,0.12756
3354.7,0.0915
3354.79975,0.09899
3354.9,0.08097
3355,0.11148
3355.09975,0.08968
3355.2,0.06642
3355.29975,0.07606
3355.4,0.05367
3355.5,0.06001
3355.59975,0.0204
3355.7,0.07663
3355.79975,0.05564
3355.9,0.01855
3356,0.04918
3356.09975,0.03475
3356.2,0.02858
3356.29975,0.00072
3356.4,0.03691
3356.5,0.04852
3356.59975,0.03644
3356.7,0.03781
3356.79975,0.03793
3356.9,0.03148
3357,0.02383
3357.09975,0.03258
3357.2,0.06551
3357.29975,0.05002
3357.4,0.05393
3357.5,0.06351
3357.59975,0.03534
3357.7,0.02299
3357.79975,0.03118
3357.9,0.06547
3358,0.06249
3358.09975,0.06499
3358.2,0.02395
3358.29975,0.04894
3358.4,0.02942
3358.5,0.02437
3358.59975,0.0733
3358.7,0.03953
3358.79975,0.03221
3358.9,0.01294
3359,0.05218
3359.09975,-0.00412
3359.2,0.00075
3359.29975,0.02182
3359.4,0.02167
3359.5,0.04445
3359.59975,-0.01011
3359.7,0.03862
3359.79975,-0.00546
3359.9,0.00994
3360,0.01762
3360.09975,0.01358
3360.2,0.04739
3360.29975,-0.00832
3360.4,0.02283
3360.5,0.01459
3360.59975,0.00185
3360.7,0.0106
3360.79975,0.02549
3360.9,0.03397
3361,-0.01246
3361.09975,0.0148
3361.2,0.02403
3361.29975,0.01028
3361.4,0.01254
3361.5,0.02858
3361.59975,0.05363
3361.7,0.03315
3361.79975,0.02254
3361.9,0.04307
3362,0.0282
3362.09975,0.01652
3362.2,0.03444
3362.29975,0.0731
3362.4,0.05924
3362.5,0.04609
3362.59975,0.06448
3362.7,0.0537
3362.79975,0.05846
3362.9,0.04422
3363,0.07687
3363.09975,0.08471
3363.2,0.06249
3363.29975,0.07269
3363.4,0.07713
3363.5,0.0669
3363.59975,0.0452
3363.7,0.09992
3363.79975,0.10731
3363.9,0.09505
3364,0.08519
3364.09975,0.09809
3364.2,0.10839
3364.29975,0.07491
3364.4,0.13713
3364.5,0.12459
3364.59975,0.149
3364.7,0.11873
3364.79975,0.12799
3364.9,0.14883
3365,0.11967
3365.09975,0.16268
3365.2,0.16189
3365.29975,0.18104
3365.4,0.16093
3365.5,0.17068
3365.59975,0.20445
3365.7,0.16736
3365.79975,0.20529
3365.9,0.22435
3366,0.2514
3366.09975,0.23056
3366.2,0.2386
3366.29975,0.24921
3366.4,0.24612
3366.5,0.25695
3366.59975,0.29389
3366.7,0.30548
3366.79975,0.3098
3366.9,0.29809
3367,0.33941
3367.09975,0.33054
3367.2,0.34337
3367.29975,0.38792
3367.4,0.39593
3367.5,0.41464
3367.59975,0.41597
3367.7,0.45947
3367.79975,0.46306
3367.9,0.47044
3368,0.51752
3368.09975,0.55718
3368.2,0.58911
3368.29975,0.56912
3368.4,0.62418
3368.5,0.6596
3368.59975,0.67663
3368.7,0.69189
3368.79975,0.74044
3368.9,0.80676
3369,0.78207
3369.09975,0.85784
3369.2,0.87715
3369.29975,0.90463
3369.4,0.94415
3369.5,0.99945
3369.59975,1.09035
3369.7,1.0972
3369.79975,1.15736
3369.9,1.18591
3370,1.2534
3370.09975,1.29794
3370.2,1.33208
3370.29975,1.4339
3370.4,1.48597
3370.5,1.52994
3370.59975,1.59209
3370.7,1.65635
3370.79975,1.70616
3370.9,1.77861
3371,1.87426
3371.09975,1.93863
3371.2,1.99861
3371.29975,2.0622
3371.4,2.15229
3371.5,2.21038
3371.59975,2.2815
3371.7,2.37226
3371.79975,2.46254
3371.9,2.51109
3372,2.58934
3372.09975,2.68511
3372.2,2.78111
3372.29975,2.82797
3372.4,2.92609
3372.5,3.04372
3372.59975,3.13019
3372.7,3.20701
3372.79975,3.30237
3372.9,3.42722
3373,3.45287
3373.09975,3.58658
3373.2,3.68818
3373.29975,3.81248
3373.4,3.88393
3373.5,3.97679
3373.59975,4.12614
3373.7,4.1553
3373.79975,4.2916
3373.9,4.40554
3374,4.53741
3374.09975,4.6256
3374.2,4.70408
3374.29975,4.84399
3374.4,4.90296
3374.5,5.04518
3374.59975,5.12536
3374.7,5.28386
3374.79975,5.3731
3374.9,5.46594
3375,5.61208
3375.09975,5.70318
3375.2,5.85533
3375.29975,5.95164
3375.4,6.11709
3375.5,6.22643
3375.59975,6.32986
3375.7,6.43878
3375.79975,6.56816
3375.9,6.64532
3376,6.78158
3376.09975,6.93195
3376.1935,7.06459
3376.2,7.07233
3376.29975,7.18451
3376.4,7.27614
3376.5,7.45193
3376.59975,7.54832
3376.7,7.70796
3376.79975,7.83702
3376.9,8.02694
3377,8.11817
3377.09975,8.25043
3377.2,8.42534
3377.29975,8.542
3377.4,8.68681
3377.5,8.81584
3377.59975,8.99404
3377.7,9.11441
3377.79975,9.26048
3377.9,9.39722
3378,9.5573
3378.09975,9.70337
3378.2,9.83234
3378.29975,10.02068
3378.4,10.15856
3378.5,10.33739
3378.59975,10.47223
3378.7,10.6583
3378.79975,10.78684
3378.9,10.92996
3379,11.13624
3379.09975,11.2692
3379.2,11.44565
3379.29975,11.58088
3379.4,11.78222
3379.5,11.90624
3379.52275,11.94176
3379.59975,12.07775
3379.7,12.27401
3379.79975,12.44939
3379.9,12.65378
3380,12.78151
3380.09975,12.98812
3380.2,13.13913
3380.29975,13.30538
3380.4,13.50438
3380.5,13.70354
3380.59975,13.89705
3380.7,14.03969
3380.79975,14.21754
3380.9,14.43659
3381,14.59148
3381.09975,14.78967
3381.2,14.99345
3381.29975,15.1908
3381.4,15.37905
3381.5,15.53749
3381.59975,15.76838
3381.7,15.92501
3381.79975,16.12133
3381.9,16.30874
3382,16.53313
3382.09975,16.74332
3382.2,16.89905
3382.2035,16.90497
3382.29975,17.15103
3382.4,17.32331
3382.5,17.55858
3382.59975,17.72334
3382.7,17.96418
3382.79975,18.17909
3382.9,18.34386
3383,18.57791
3383.09975,18.75604
3383.2,18.99655
3383.29975,19.18176
3383.4,19.43096
3383.5,19.64744
3383.59975,19.82872
3383.7,20.08489
3383.79975,20.29867
3383.9,20.52661
3384,20.71759
3384.09975,20.96109
3384.2,21.2005
3384.29975,21.40419
3384.4,21.63163
3384.5,21.87865
3384.53075,21.94836
3384.59975,22.12537
3384.7,22.32781
3384.79975,22.58817
3384.9,22.79948
3385,23.04413
3385.09975,23.27956
3385.2,23.49166
3385.29975,23.73378
3385.4,23.93868
3385.5,24.17545
3385.59975,24.42263
3385.7,24.65898
3385.79975,24.89485
3385.9,25.08927
3386,25.32408
3386.09975,25.56895
3386.2,25.8038
3386.29975,26.06885
3386.4,26.30167
3386.5,26.53978
3386.59975,26.77136
3386.65075,26.89875
3386.7,27.02545
3386.79975,27.28293
3386.9,27.49231
3387,27.75853
3387.09975,27.98504
3387.2,28.25534
3387.29975,28.44776
3387.4,28.73466
3387.5,28.98058
3387.59975,29.20085
3387.7,29.50276
3387.79975,29.72305
3387.9,30.00429
3388,30.23016
3388.09975,30.52941
3388.2,30.7674
3388.29975,31.02717
3388.4,31.30524
3388.5,31.53201
3388.59975,31.84059
3388.64375,31.92069
3388.7,32.05624
3388.79975,32.32963
3388.9,32.59289
3389,32.85716
3389.09975,33.12619
3389.2,33.37753
3389.29975,33.69317
3389.4,33.94683
3389.5,34.22436
3389.59975,34.48967
3389.7,34.74411
3389.79975,35.02059
3389.9,35.3022
3390,35.61586
3390.09975,35.87826
3390.2,36.15433
3390.29975,36.45409
3390.4,36.70308
3390.5,36.99244
3390.5155,37.01749
3390.59975,37.25399
3390.7,37.53759
3390.79975,37.84054
3390.9,38.10739
3391,38.41859
3391.09975,38.69475
3391.2,38.99289
3391.29975,39.25515
3391.4,39.55146
3391.5,39.85503
3391.59975,40.13759
3391.7,40.43451
3391.79975,40.70369
3391.9,41.01605
3392,41.29109
3392.09975,41.59522
3392.19575,41.87457
3392.2,41.89944
3392.29975,42.17689
3392.4,42.50908
3392.5,42.78956
3392.59975,43.12612
3392.7,43.38675
3392.79975,43.70344
3392.9,44.0001
3393,44.29895
3393.09975,44.61306
3393.2,44.89072
3393.29975,45.25022
3393.4,45.5193
3393.5,45.85119
3393.59975,46.12848
3393.7,46.44578
3393.79975,46.75624
3393.87575,46.97422
3393.9,47.05202
3394,47.40138
3394.09975,47.71359
3394.2,48.02144
3394.29975,48.32371
3394.4,48.63524
3394.5,48.94716
3394.59975,49.25123
3394.7,49.61367
3394.79975,49.91238
3394.9,50.22668
3395,50.53307
3395.09975,50.8354
3395.2,51.18155
3395.29975,51.50489
3395.4,51.83101
3395.45975,52.02948
3395.5,52.17571
3395.59975,52.47777
3395.7,52.80365
3395.79975,53.10129
3395.9,53.45365
3396,53.76932
3396.09975,54.07928
3396.2,54.42995
3396.29975,54.73848
3396.4,55.08644
3396.5,55.38321
3396.59975,55.75429
3396.7,56.05184
3396.79975,56.40288
3396.9,56.74424
3396.94875,56.87384
3397,57.04939
3397.09975,57.41202
3397.2,57.7061
3397.29975,58.05517
3397.4,58.38368
3397.5,58.74719
3397.59975,59.05841
3397.7,59.40278
3397.79975,59.74542
3397.9,60.06328
3398,60.40994
3398.09975,60.74322
3398.2,61.11532
3398.29975,61.43021
3398.4,61.78886
3398.46175,61.97374
3398.5,62.13368
3398.59975,62.4652
3398.7,62.82419
3398.79975,63.16498
3398.9,63.54262
3399,63.87142
3399.09975,64.2125
3399.2,64.61069
3399.29975,64.92127
3399.4,65.28045
3399.5,65.65763
3399.59975,66.02756
3399.7,66.36161
3399.79975,66.70006
3399.88275,67.00976
3399.9,67.07527
3400,67.42799
3400.09975,67.7934
3400.2,68.14504
3400.29975,68.50871
3400.4,68.87829
3400.5,69.17518
3400.59975,69.55908
3400.7,69.89697
3400.79975,70.27315
3400.9,70.65432
3401,70.98346
3401.09975,71.36261
3401.2,71.66695
3401.25675,71.86912
3401.29975,72.05926
3401.4,72.39882
3401.5,72.8103
3401.59975,73.15414
3401.7,73.51292
3401.79975,73.88733
3401.9,74.22616
3402,74.61349
3402.09975,74.96606
3402.2,75.36164
3402.29975,75.73139
3402.4,76.08829
3402.5,76.49254
3402.59975,76.84162
3402.60275,76.85039
3402.7,77.26333
3402.79975,77.60261
3402.9,78.00457
3403,78.3609
3403.09975,78.74282
3403.2,79.10281
3403.29975,79.4882
3403.4,79.87323
3403.5,80.25987
3403.59975,80.65727
3403.7,81.02261
3403.79975,81.42132
3403.9,81.81607
3403.94875,82.00195
3404,82.20638
3404.09975,82.56199
3404.2,82.94191
3404.29975,83.33037
3404.4,83.7093
3404.5,84.0921
3404.59975,84.48356
3404.7,84.87753
3404.79975,85.25929
3404.9,85.64846
3405,86.02951
3405.09975,86.4578
3405.2,86.81142
3405.22875,86.93884
3405.29975,87.20775
3405.4,87.58593
3405.5,87.97546
3405.59975,88.33661
3405.7,88.73415
3405.79975,89.14589
3405.9,89.50208
3406,89.94711
3406.09975,90.31767
3406.2,90.75987
3406.29975,91.13127
3406.4,91.51696
3406.4635,91.7997
3406.5,91.9727
3406.59975,92.42488
3406.7,92.85655
3406.79975,93.2158
3406.9,93.66252
3407,94.00976
3407.09975,94.42869
3407.2,94.81632
3407.29975,95.21907
3407.4,95.65812
3407.5,96.00733
3407.59975,96.47468
3407.7,96.80706
3407.7245,96.91256
3407.79975,97.20664
3407.9,97.61391
3408,97.98773
3408.09975,98.41369
3408.2,98.81148
3408.29975,99.23792
3408.4,99.629
3408.5,100.04523
3408.59975,100.43943
3408.7,100.84496
3408.79975,101.24727
3408.9,101.65473
3408.97775,101.96734
3409,102.06898
3409.09975,102.46854
3409.2,102.8799
3409.29975,103.28251
3409.4,103.6837
3409.5,104.08881
3409.59975,104.50215
3409.7,104.9156
3409.79975,105.35671
3409.9,105.71532
3410,106.16937
3410.09975,106.53543
3410.1825,106.89866
3410.2,106.98872
3410.29975,107.40958
3410.4,107.8095
3410.5,108.23718
3410.59975,108.59793
3410.7,109.05129
3410.79975,109.45521
3410.9,109.89685
3411,110.29678
3411.09975,110.72839
3411.2,111.15442
3411.29975,111.42667
3411.4,111.72069
3411.4435,111.7954
3411.5,111.97564
3411.59975,112.28885
3411.7,112.55234
3411.79975,112.85766
3411.9,113.14853
3412,113.41406
3412.09975,113.7085
3412.2,113.9629
3412.29975,114.26287
3412.4,114.51117
3412.5,114.80141
3412.59975,115.10232
3412.7,115.39458
3412.79975,115.70396
3412.9,115.94944
3413,116.26613
3413.09975,116.54638
3413.2,116.86514
3413.2135,116.90377
3413.29975,117.16609
3413.4,117.45073
3413.5,117.75462
3413.59975,118.03161
3413.7,118.37933
3413.79975,118.67179
3413.9,118.96303
3414,119.30253
3414.09975,119.5787
3414.2,119.89434
3414.29975,120.20449
3414.4,120.5098
3414.5,120.84483
3414.59975,121.10849
3414.7,121.44198
3414.79975,121.72312
3414.82675,121.79527
3414.9,122.05126
3415,122.33599
3415.09975,122.62429
3415.2,122.95441
3415.29975,123.23276
3415.4,123.62486
3415.5,123.8491
3415.59975,124.22866
3415.7,124.51825
3415.79975,124.82204
3415.9,125.16506
3416,125.43929
3416.09975,125.78772
3416.2,126.05247
3416.29975,126.44088
3416.39875,126.68526
3416.4,126.69314
3416.5,127.0365
3416.59975,127.35805
3416.7,127.65063
3416.79975,127.99694
3416.9,128.26467
3417,128.61758
3417.09975,128.87484
3417.2,129.22212
3417.29975,129.49522
3417.4,129.80509
3417.5,130.13713
3417.59975,130.41361
3417.7,130.77621
3417.79975,131.08069
3417.9,131.3739
3418,131.66541
3418.09975,131.97148
3418.10475,131.99227
3418.2,132.24934
3418.29975,132.36123
3418.4,132.4579
3418.5,132.5279
3418.59975,132.52823
3418.7,132.49062
3418.79975,132.41388
3418.9,132.35442
3419,132.22152
3419.09975,132.07181
3419.2,131.94205
3419.29975,131.72674
3419.4,131.57427
3419.5,131.31866
3419.59975,131.152
3419.7,130.89885
3419.79975,130.68275
3419.9,130.48783
3420,130.19386
3420.09975,129.98088
3420.2,129.65433
3420.29975,129.45317
3420.4,129.1648
3420.5,128.9148
3420.59975,128.64529
3420.7,128.34476
3420.79975,128.12623
3420.9,127.75251
3420.94475,127.67994
3421,127.52376
3421.09975,127.19193
3421.2,126.93512
3421.29975,126.64543
3421.4,126.34142
3421.5,126.09164
3421.59975,125.73794
3421.7,125.47325
3421.79975,125.14387
3421.9,124.8761
3422,124.57374
3422.09975,124.28059
3422.2,124.01453
3422.29975,123.68898
3422.4,123.41712
3422.5,123.10507
3422.59975,122.82409
3422.7,122.52599
3422.7865,122.27035
3422.79975,122.22892
3422.9,121.94148
3423,121.62597
3423.09975,121.28967
3423.2,121.00255
3423.29975,120.64804
3423.4,120.3604
3423.5,120.03989
3423.59975,119.73422
3423.7,119.42919
3423.79975,119.11226
3423.9,118.83539
3424,118.48624
3424.09975,118.20007
3424.2,117.8477
3424.29975,117.5938
3424.32375,117.53743
3424.4,117.27601
3424.5,116.97458
3424.59975,116.71171
3424.7,116.37291
3424.79975,116.11228
3424.9,115.75445
3425,115.51893
3425.09975,115.19024
3425.2,114.90179
3425.29975,114.62376
3425.4,114.31699
3425.5,114.05606
3425.59975,113.70794
3425.7,113.46611
3425.79975,113.14781
3425.9,112.87504
3426,112.56906
3426.0375,112.50105
3426.09975,112.29306
3426.2,112.03369
3426.29975,111.68937
3426.4,111.4377
3426.5,111.14102
3426.59975,110.88183
3426.7,110.55785
3426.79975,110.27721
3426.9,110.03118
3427,109.73103
3427.09975,109.47924
3427.2,109.19595
3427.29975,108.93218
3427.4,108.65337
3427.5,108.38591
3427.59975,108.13504
3427.7,107.8372
3427.79975,107.5142
3427.87475,107.30116
3427.9,107.21257
3428,106.89227
3428.09975,106.57417
3428.2,106.23758
3428.29975,105.94539
3428.4,105.62757
3428.5,105.28754
3428.59975,105.00932
3428.7,104.65562
3428.79975,104.35416
3428.9,104.0289
3429,103.73578
3429.09975,103.4117
3429.2,103.09777
3429.29975,102.78733
3429.4,102.4779
3429.41675,102.46518
3429.5,102.17582
3429.59975,101.8298
3429.7,101.56035
3429.79975,101.23111
3429.9,100.95161
3430,100.65114
3430.09975,100.33679
3430.2,100.07815
3430.29975,99.70979
3430.4,99.44327
3430.5,99.12114
3430.59975,98.83218
3430.7,98.54037
3430.79975,98.25218
3430.9,97.98796
3431,97.64642
3431.09975,97.35404
3431.10275,97.34344
3431.2,97.06719
3431.29975,96.78372
3431.4,96.48255
3431.5,96.20805
3431.59975,95.96479
3431.7,95.65015
3431.79975,95.34196
3431.9,95.07073
3432,94.79734
3432.09975,94.51205
3432.2,94.24214
3432.29975,93.9942
3432.4,93.74364
3432.5,93.43214
3432.59975,93.16605
3432.7,92.88947
3432.79975,92.61042
3432.88475,92.36296
3432.9,92.30011
3433,92.07177
3433.09975,91.71268
3433.2,91.44367
3433.29975,91.16246
3433.4,90.90209
3433.5,90.64467
3433.59975,90.34079
3433.7,90.13544
3433.79975,89.86109
3433.9,89.59294
3434,89.32928
3434.09975,89.07785
3434.2,88.85013
3434.29975,88.56512
3434.4,88.3404
3434.5,88.06741
3434.59975,87.83843
3434.7,87.5729
3434.76375,87.42192
3434.79975,87.32063
3434.9,87.11178
3435,86.82381
3435.09975,86.62743
3435.2,86.37781
3435.29975,86.15368
3435.4,85.86067
3435.5,85.60217
3435.59975,85.41322
3435.7,85.12721
3435.79975,84.92783
3435.9,84.69544
3436,84.50223
3436.09975,84.23099
3436.2,83.97972
3436.29975,83.76738
3436.4,83.54089
3436.5,83.28699
3436.59975,83.08335
3436.7,82.87501
3436.79975,82.63008
3436.9,82.3962
3436.94075,82.31954
3437,82.20422
3437.09975,81.96643
3437.2,81.74013
3437.29975,81.51781
3437.4,81.30082
3437.5,81.08991
3437.59975,80.8306
3437.7,80.64836
3437.79975,80.43726
3437.9,80.19658
3438,79.99859
3438.09975,79.78284
3438.2,79.61307
3438.29975,79.3423
3438.4,79.16392
3438.5,78.94629
3438.59975,78.72575
3438.7,78.52055
3438.79975,78.31009
3438.9,78.1466
3439,77.89227
3439.09975,77.71324
3439.2,77.48234
3439.2135,77.49318
3439.29975,77.30047
3439.4,77.08213
3439.5,76.87144
3439.59975,76.715
3439.7,76.47556
3439.79975,76.27738
3439.9,76.07567
3440,75.88299
3440.09975,75.66197
3440.2,75.4589
3440.29975,75.29341
3440.4,75.11118
3440.5,74.89849
3440.59975,74.6901
3440.7,74.53248
3440.79975,74.31021
3440.9,74.11571
3441,73.96103
3441.09975,73.76976
3441.2,73.5897
3441.29975,73.3868
3441.4,73.21332
3441.5,73.00851
3441.59975,72.79453
3441.7,72.62249
3441.79975,72.45571
3441.86675,72.34257
3441.9,72.25608
3442,72.04664
3442.09975,71.86132
3442.2,71.70586
3442.29975,71.49172
3442.4,71.34874
3442.5,71.19618
3442.59975,71.00251
3442.7,70.81981
3442.79975,70.61688
3442.9,70.49994
3443,70.24517
3443.09975,70.12241
3443.2,69.9516
3443.29975,69.77706
3443.4,69.58588
3443.5,69.39147
3443.59975,69.26743
3443.7,69.05097
3443.79975,68.90364
3443.9,68.72252
3444,68.58911
3444.09975,68.39778
3444.2,68.21486
3444.29975,68.06338
3444.4,67.86089
3444.5,67.70898
3444.59975,67.50449
3444.7,67.39893
3444.72775,67.371
3444.79975,67.21687
3444.9,67.04015
3445,66.89467
3445.09975,66.71529
3445.2,66.56644
3445.29975,66.3821
3445.4,66.26146
3445.5,66.10378
3445.59975,65.91389
3445.7,65.76553
3445.79975,65.61676
3445.9,65.42489
3446,65.2779
3446.09975,65.11208
3446.2,64.97449
3446.29975,64.78156
3446.4,64.63695
3446.5,64.48559
3446.59975,64.30903
3446.7,64.14326
3446.79975,64.00338
3446.9,63.89757
3447,63.72224
3447.09975,63.57291
3447.2,63.3835
3447.29975,63.2566
3447.4,63.09472
3447.5,62.94052
3447.59975,62.83464
3447.7,62.65621
3447.79975,62.52145
3447.85475,62.4345
3447.9,62.33294
3448,62.24138
3448.09975,62.04782
3448.2,61.90456
3448.29975,61.79416
3448.4,61.63727
3448.5,61.50985
3448.59975,61.3011
3448.7,61.23395
3448.79975,61.03689
3448.9,60.8845
3449,60.76502
3449.09975,60.62055
3449.2,60.48002
3449.29975,60.29653
3449.4,60.19527
3449.5,60.01676
3449.59975,59.88505
3449.7,59.75606
3449.79975,59.641
3449.9,59.50357
3450,59.33133
3450.09975,59.22376
